Year,Category,Date,Book Title,Author,source
1964,Fiction,October 25,Herzog,Saul Bellow,scraper_wikipedia
1965,Fiction,January 3,Herzog,Saul Bellow,scraper_wikipedia
1965,Fiction,May 16,Up the Down Staircase,Bel Kaufman,scraper_wikipedia
1965,Fiction,July 11,The Source,James Michener,scraper_wikipedia
1965,Fiction,October 10,The Source,James Michener,scraper_wikipedia
1966,Fiction,January 3,The Source,James Michener,scraper_wikipedia
1966,Fiction,May 8,Valley of the Dolls,Jacqueline Susann,scraper_wikipedia
1966,Fiction,November 20,The Secret of Santa Vittoria,Robert Crichton,scraper_wikipedia
1967,Fiction,January 1,The Secret of Santa Vittoria,Robert Crichton,scraper_wikipedia
1967,Fiction,March 26,The Arrangement,Elia Kazan,scraper_wikipedia
1967,Fiction,June 4,The Eighth Day,Thornton Wilder,scraper_wikipedia
1967,Fiction,June 18,The Arrangement,Elia Kazan,scraper_wikipedia
1967,Fiction,June 25,The Eighth Day,Thornton Wilder,scraper_wikipedia
1967,Fiction,July 2,The Arrangement,Elia Kazan,scraper_wikipedia
1967,Fiction,July 9,The Eighth Day,Thornton Wilder,scraper_wikipedia
1967,Fiction,July 16,The Arrangement,Elia Kazan,scraper_wikipedia
1967,Fiction,October 1,The Chosen,Chaim Potok,scraper_wikipedia
1967,Fiction,October 15,Topaz,Leon Uris,scraper_wikipedia
1967,Fiction,October 22,The Chosen,Chaim Potok,scraper_wikipedia
1967,Fiction,October 29,The Gabriel Hounds,Mary Stewart,scraper_wikipedia
1967,Fiction,November 5,The Confessions of Nat Turner,William Styron,scraper_wikipedia
1968,Fiction,January 7,The Confessions of Nat Turner,William Styron,scraper_wikipedia
1968,Fiction,March 31,Vanished,Fletcher Knebel,scraper_wikipedia
1968,Fiction,April 7,Airport,Arthur Hailey,scraper_wikipedia
1968,Fiction,June 30,Couples,John Updike,scraper_wikipedia
1968,Fiction,July 7,Airport,Arthur Hailey,scraper_wikipedia
1968,Fiction,November 10,The Salzburg Connection,Helen MacInnes,scraper_wikipedia
1969,Fiction,January 5,The Salzburg Connection,Helen MacInnes,scraper_wikipedia
1969,Fiction,March 16,Portnoy's Complaint,Philip Roth,scraper_wikipedia
1969,Fiction,June 22,The Love Machine,Jacqueline Susann,scraper_wikipedia
1969,Fiction,September 21,The Godfather,Mario Puzo,scraper_wikipedia
1969,Nonfiction,January 5,The Money Game,"""Adam Smith"" (George Goodman)",scraper_wikipedia
1969,Nonfiction,May 4,The 900 Days,Harrison E. Salisbury,scraper_wikipedia
1969,Nonfiction,May 11,Jennie,Ralph G. Martin,scraper_wikipedia
1969,Nonfiction,May 18,The 900 Days,Harrison E. Salisbury,scraper_wikipedia
1969,Nonfiction,May 25,Jennie,Ralph G. Martin,scraper_wikipedia
1969,Nonfiction,July 20,The Peter Principle,Laurence J. PeterandRaymond Hull,scraper_wikipedia
1969,Nonfiction,November 30,The Selling of the President 1968,Joe McGinniss,scraper_wikipedia
1969,Nonfiction,December 7,The Peter Principle,Laurence J. PeterandRaymond Hull,scraper_wikipedia
1969,Nonfiction,December 14,The Selling of the President 1968,Joe McGinniss,scraper_wikipedia
1969,Nonfiction,December 21,The Peter Principle,Laurence J. PeterandRaymond Hull,scraper_wikipedia
1969,Nonfiction,December 28,The Selling of the President 1968,Joe McGinniss,scraper_wikipedia
1970,Fiction,January 4,The Godfather,Mario Puzo,scraper_wikipedia
1970,Fiction,February 8,The French Lieutenant's Woman,John Fowles,scraper_wikipedia
1970,Fiction,February 15,The Godfather,Mario Puzo,scraper_wikipedia
1970,Fiction,February 22,The French Lieutenant's Woman,John Fowles,scraper_wikipedia
1970,Fiction,May 10,Love Story,Erich Segal,scraper_wikipedia
1970,Nonfiction,January 4,The Selling of the President 1968,Joe McGinniss,scraper_wikipedia
1970,Nonfiction,March 1,Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),David Reuben,scraper_wikipedia
1970,Nonfiction,May 3,Up the Organization,Robert Townsend,scraper_wikipedia
1970,Nonfiction,June 14,Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),David Reuben,scraper_wikipedia
1970,Nonfiction,July 12,Up the Organization,Robert Townsend,scraper_wikipedia
1970,Nonfiction,July 19,Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),David Reuben,scraper_wikipedia
1970,Nonfiction,September 20,The Sensuous Woman,"""J"" (Joan Garrity)",scraper_wikipedia
1970,Nonfiction,October 4,Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),David Reuben,scraper_wikipedia
1970,Nonfiction,October 25,The Sensuous Woman,"""J"" (Joan Garrity)",scraper_wikipedia
1970,Nonfiction,December 27,The Greening of America,Charles A. Reich,scraper_wikipedia
1971,Fiction,January 3,Love Story,Erich Segal,scraper_wikipedia
1971,Fiction,February 21,QB VII,Leon Uris,scraper_wikipedia
1971,Fiction,April 25,The Passions of the Mind,Irving Stone,scraper_wikipedia
1971,Fiction,July 25,The Exorcist,William Peter Blatty,scraper_wikipedia
1971,Fiction,October 17,The Day of the Jackal,Frederick Forsyth,scraper_wikipedia
1971,Fiction,November 7,Wheels,Arthur Hailey,scraper_wikipedia
1971,Fiction,November 14,The Day of the Jackal,Frederick Forsyth,scraper_wikipedia
1971,Fiction,December 5,Wheels,Arthur Hailey,scraper_wikipedia
1971,Fiction,December 12,The Day of the Jackal,Frederick Forsyth,scraper_wikipedia
1971,Fiction,December 19,Wheels,Arthur Hailey,scraper_wikipedia
1971,Nonfiction,January 3,Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),Dr. David Reuben,scraper_wikipedia
1971,Nonfiction,January 10,Civilization,Kenneth Clark,scraper_wikipedia
1971,Nonfiction,January 17,The Greening of America,Charles Reich,scraper_wikipedia
1971,Nonfiction,May 30,Bury My Heart at Wounded Knee,Dee Brown,scraper_wikipedia
1971,Nonfiction,July 25,The Female Eunuch,Germaine Greer,scraper_wikipedia
1971,Nonfiction,August 1,Bury My Heart at Wounded Knee,Dee Brown,scraper_wikipedia
1971,Nonfiction,November 21,Any woman can!,"David Reuben, M.D.",scraper_wikipedia
1971,Nonfiction,November 28,Honor Thy Father,Gay Talese,scraper_wikipedia
1971,Nonfiction,December 5,Eleanor and Franklin,Joseph P. Lash,scraper_wikipedia
1972,Fiction,January 2,Wheels,Arthur Hailey,scraper_wikipedia
1972,Fiction,January 16,The Winds of War,Herman Wouk,scraper_wikipedia
1972,Fiction,January 23,Wheels,Arthur Hailey,scraper_wikipedia
1972,Fiction,January 30,The Winds of War,Herman Wouk,scraper_wikipedia
1972,Fiction,May 14,The Word,Irving Wallace,scraper_wikipedia
1972,Fiction,May 21,The Winds of War,Herman Wouk,scraper_wikipedia
1972,Fiction,June 4,The Word,Irving Wallace,scraper_wikipedia
1972,Fiction,June 11,The Winds of War,Herman Wouk,scraper_wikipedia
1972,Fiction,July 2,Jonathan Livingston Seagull,Richard Bach,scraper_wikipedia
1972,Nonfiction,January 2,Eleanor and Franklin,Joseph P. Lash,scraper_wikipedia
1972,Nonfiction,March 19,The Game Of The Foxes,Ladislas Farago,scraper_wikipedia
1972,Nonfiction,May 28,The Boys of Summer,Roger Kahn,scraper_wikipedia
1972,Nonfiction,June 25,I'm OK – You're OK,"Thomas A. Harris, M.D.",scraper_wikipedia
1972,Nonfiction,July 2,The Boys of Summer,Roger Kahn,scraper_wikipedia
1972,Nonfiction,July 16,I'm OK – You're OK,"Thomas A. Harris, M.D.",scraper_wikipedia
1972,Nonfiction,July 23,O Jerusalem!,Larry CollinsandDominique Lapierre,scraper_wikipedia
1972,Nonfiction,August 6,I'm OK – You're OK,"Thomas A. Harris, M.D.",scraper_wikipedia
1972,Nonfiction,August 13,O Jerusalem!,Larry CollinsandDominique Lapierre,scraper_wikipedia
1972,Nonfiction,August 20,I'm OK – You're OK,"Thomas A. Harris, M.D.",scraper_wikipedia
1972,Nonfiction,August 27,O Jerusalem!,Larry CollinsandDominique Lapierre,scraper_wikipedia
1972,Nonfiction,September 3,I'm OK – You're OK,"Thomas A. Harris, M.D.",scraper_wikipedia
1973,Fiction,January 7,Jonathan Livingston Seagull,Richard Bach,scraper_wikipedia
1973,Fiction,March 25,The Odessa File,Frederick Forsyth,scraper_wikipedia
1973,Fiction,May 6,Once Is Not Enough,Jacqueline Susann,scraper_wikipedia
1973,Fiction,July 1,Breakfast of Champions,Kurt Vonnegut,scraper_wikipedia
1973,Fiction,September 9,The Hollow Hills,Mary Stewart,scraper_wikipedia
1973,Fiction,November 25,The Honorary Consul,Graham Greene,scraper_wikipedia
1973,Fiction,December 9,Burr,Gore Vidal,scraper_wikipedia
1973,Nonfiction,January 7,I'm OK – You're OK,"Thomas A. Harris, M.D.",scraper_wikipedia
1973,Nonfiction,January 14,Harry S. Truman,Margaret Truman,scraper_wikipedia
1973,Nonfiction,January 21,The Best and the Brightest,David Halberstam,scraper_wikipedia
1973,Nonfiction,January 28,Harry S. Truman,Margaret Truman,scraper_wikipedia
1973,Nonfiction,February 4,The Best and the Brightest,David Halberstam,scraper_wikipedia
1973,Nonfiction,February 11,Harry S. Truman,Margaret Truman,scraper_wikipedia
1973,Nonfiction,February 18,Dr. Atkins' Diet Revolution,Dr. Robert Atkins,scraper_wikipedia
1973,Nonfiction,August 5,The Joy of Sex,Alex Comfort,scraper_wikipedia
1973,Nonfiction,August 12,Dr. Atkins' Diet Revolution,Dr. Robert Atkins,scraper_wikipedia
1973,Nonfiction,August 26,The Joy of Sex,Alex Comfort,scraper_wikipedia
1973,Nonfiction,September 2,Dr. Atkins' Diet Revolution,Dr. Robert Atkins,scraper_wikipedia
1973,Nonfiction,September 16,The Joy of Sex,Alex Comfort,scraper_wikipedia
1973,Nonfiction,October 14,How to Be Your Own Best Friend,Mildred NewmanandBernard BerkowitzwithJean Owen,scraper_wikipedia
1973,Nonfiction,October 21,The Joy of Sex,Alex Comfort,scraper_wikipedia
1973,Nonfiction,November 4,How to Be Your Own Best Friend,Mildred NewmanandBernard BerkowitzwithJean Owen,scraper_wikipedia
1973,Nonfiction,November 11,The Joy of Sex,Alex Comfort,scraper_wikipedia
1973,Nonfiction,November 25,How to Be Your Own Best Friend,Mildred NewmanandBernard BerkowitzwithJean Owen,scraper_wikipedia
1973,Nonfiction,December 9,Alistair Cooke's America,Alistair Cooke,scraper_wikipedia
1974,Fiction,January 6,Burr,Gore Vidal,scraper_wikipedia
1974,Fiction,May 5,Watership Down,Richard Adams,scraper_wikipedia
1974,Fiction,August 4,Tinker Tailor Soldier Spy,John le Carré,scraper_wikipedia
1974,Fiction,October 13,Centennial,James Michener,scraper_wikipedia
1974,Nonfiction,January 6,Alistair Cooke's America,Alistair Cooke,scraper_wikipedia
1974,Nonfiction,February 10,The Joy of Sex,Alex Comfort,scraper_wikipedia
1974,Nonfiction,February 17,How to Be Your Own Best Friend,"Mildred Newman,Bernard BerkowitzwithJean Owen",scraper_wikipedia
1974,Nonfiction,February 24,Plain Speaking,Merle Miller,scraper_wikipedia
1974,Nonfiction,April 28,You Can Profit From A Monetary Crisis,Harry Browne,scraper_wikipedia
1974,Nonfiction,May 5,Plain Speaking,Merle Miller,scraper_wikipedia
1974,Nonfiction,May 19,Times to Remember,Rose Fitzgerald Kennedy,scraper_wikipedia
1974,Nonfiction,June 30,All the President's Men,Carl BernsteinandBob Woodward,scraper_wikipedia
1974,Nonfiction,November 17,All Things Bright and Beautiful,James Herriot,scraper_wikipedia
1975,Fiction,January 5,Centennial,James Michener,scraper_wikipedia
1975,Fiction,February 9,Something Happened,Joseph Heller,scraper_wikipedia
1975,Fiction,February 16,Centennial,James Michener,scraper_wikipedia
1975,Fiction,May 4,The Moneychangers,Arthur Hailey,scraper_wikipedia
1975,Fiction,August 3,Looking for Mr. Goodbar,Judith Rossner,scraper_wikipedia
1975,Fiction,August 10,The Moneychangers,Arthur Hailey,scraper_wikipedia
1975,Fiction,August 17,Looking for Mr. Goodbar,Judith Rossner,scraper_wikipedia
1975,Fiction,August 24,Ragtime,E. L. Doctorow,scraper_wikipedia
1975,Fiction,November 23,Looking for Mr. Goodbar,Judith Rossner,scraper_wikipedia
1975,Fiction,November 30,Curtain,Agatha Christie,scraper_wikipedia
1975,Nonfiction,January 5,All Things Bright and Beautiful,James Herriot,scraper_wikipedia
1975,Nonfiction,February 2,The Bermuda Triangle,Charles Berlitz,scraper_wikipedia
1975,Nonfiction,February 16,The Palace Guard,Dan RatherandGary Paul Gates,scraper_wikipedia
1975,Nonfiction,February 23,The Bermuda Triangle,Charles Berlitz,scraper_wikipedia
1975,Nonfiction,June 15,Breach of Faith,Theodore H. White,scraper_wikipedia
1975,Nonfiction,September 7,Sylvia Porter's Money Book,Sylvia Porter,scraper_wikipedia
1975,Nonfiction,November 23,Power!,Michael Korda,scraper_wikipedia
1975,Nonfiction,November 30,Bring on the Empty Horses,David Niven,scraper_wikipedia
1975,Nonfiction,December 14,Sylvia Porter's Money Book,Sylvia Porter,scraper_wikipedia
1975,Nonfiction,December 21,The Relaxation Response,"Herbert Benson, M.D.",scraper_wikipedia
1975,Nonfiction,December 28,Bring on the Empty Horses,David Niven,scraper_wikipedia
1976,Fiction,January 4,Curtain,Agatha Christie,scraper_wikipedia
1976,Fiction,April 11,1876,Gore Vidal,scraper_wikipedia
1976,Fiction,June 13,Trinity,Leon Uris,scraper_wikipedia
1976,Fiction,November 7,Sleeping Murder,Agatha Christie,scraper_wikipedia
1976,Fiction,December 26,Trinity,Leon Uris,scraper_wikipedia
1976,Nonfiction,January 4,Bring on the Empty Horses,David Niven,scraper_wikipedia
1976,Nonfiction,March 7,Winning Through Intimidation,Robert J. Ringer,scraper_wikipedia
1976,Nonfiction,March 14,Doris Day: Her Own Story,A. E. Hotchner,scraper_wikipedia
1976,Nonfiction,April 18,World of Our Fathers,"Irving Howe, withKenneth Libo",scraper_wikipedia
1976,Nonfiction,April 25,The Final Days,Bob WoodwardandCarl Bernstein,scraper_wikipedia
1976,Nonfiction,August 29,Passages,Gail Sheehy,scraper_wikipedia
1976,Nonfiction,November 21,Roots,Alex Haley,scraper_wikipedia
1976,Nonfiction,December 5,Passages,Gail Sheehy,scraper_wikipedia
1976,Nonfiction,December 12,Roots,Alex Haley,scraper_wikipedia
1976,Nonfiction,December 26,Passages,Gail Sheehy,scraper_wikipedia
1977,Fiction,January 2,Trinity,Leon Uris,scraper_wikipedia
1977,Fiction,April 10,Oliver's Story,Erich Segal,scraper_wikipedia
1977,Fiction,May 22,Falconer,John Cheever,scraper_wikipedia
1977,Fiction,May 29,Oliver's Story,Erich Segal,scraper_wikipedia
1977,Fiction,June 5,Falconer,John Cheever,scraper_wikipedia
1977,Fiction,June 19,The Thorn Birds,Colleen McCullough,scraper_wikipedia
1977,Fiction,October 2,The Silmarillion,J. R. R. Tolkien,scraper_wikipedia
1977,Nonfiction,January 2,Roots,Alex Haley,scraper_wikipedia
1977,Nonfiction,May 8,Your Erroneous Zones,Dr. Wayne W. Dyer,scraper_wikipedia
1977,Nonfiction,July 24,The Book of Lists,"David Wallechinsky,Irving WallaceandAmy Wallace",scraper_wikipedia
1977,Nonfiction,August 7,Your Erroneous Zones,Dr. Wayne W. Dyer,scraper_wikipedia
1977,Nonfiction,August 21,Looking Out for Number One,Robert Ringer,scraper_wikipedia
1977,Nonfiction,August 28,Your Erroneous Zones,Dr. Wayne W. Dyer,scraper_wikipedia
1977,Nonfiction,September 4,The Book of Lists,"David Wallechinsky,Irving WallaceandAmy Wallace",scraper_wikipedia
1977,Nonfiction,September 11,All Things Wise and Wonderful,James Herriot,scraper_wikipedia
1978,Fiction,January 1,The Silmarillion,J. R. R. Tolkien,scraper_wikipedia
1978,Fiction,March 12,Bloodline,Sidney Sheldon,scraper_wikipedia
1978,Fiction,June 4,The Thorn Birds,Colleen McCullough,scraper_wikipedia
1978,Fiction,June 11,Bloodline,Sidney Sheldon,scraper_wikipedia
1978,Fiction,June 18,Scruples,Judith Krantz,scraper_wikipedia
1978,Fiction,July 9,The Holcroft Covenant,Robert Ludlum,scraper_wikipedia
1978,Fiction,July 16,Scruples,Judith Krantz,scraper_wikipedia
1978,Fiction,July 23,Chesapeake,James Michener,scraper_wikipedia
1978,Fiction,November 12,War and Remembrance,Herman Wouk,scraper_wikipedia
1978,Fiction,December 24,Chesapeake,James Michener,scraper_wikipedia
1978,Nonfiction,January 1,All Things Wise and Wonderful,James Herriot,scraper_wikipedia
1978,Nonfiction,February 26,The Complete Book of Running,James F. Fixx,scraper_wikipedia
1978,Nonfiction,March 19,The Ends of Power,H. R. HaldemanwithJoseph DiMona,scraper_wikipedia
1978,Nonfiction,April 2,The Complete Book of Running,James F. Fixx,scraper_wikipedia
1978,Nonfiction,May 28,"If Life is a Bowl of Cherries, What Am I Doing in the Pits?",Erma Bombeck,scraper_wikipedia
1978,Nonfiction,November 12,"If Life is a Bowl of Cherries, What Am I Doing in the Pits?",Erma Bombeck,scraper_wikipedia
1978,Nonfiction,November 26,Mommie Dearest,Christina Crawford,scraper_wikipedia
1979,Fiction,January 7,Chesapeake,James Michener,scraper_wikipedia
1979,Fiction,February 18,War and Remembrance,Herman Wouk,scraper_wikipedia
1979,Fiction,February 25,Overload,Arthur Hailey,scraper_wikipedia
1979,Fiction,March 4,Chesapeake,James Michener,scraper_wikipedia
1979,Fiction,March 18,Overload,Arthur Hailey,scraper_wikipedia
1979,Fiction,March 25,War and Remembrance,Herman Wouk,scraper_wikipedia
1979,Fiction,April 8,The Matarese Circle,Robert Ludlum,scraper_wikipedia
1979,Fiction,April 15,Good as Gold,Joseph Heller,scraper_wikipedia
1979,Fiction,April 29,The Matarese Circle,Robert Ludlum,scraper_wikipedia
1979,Fiction,July 22,Sophie's Choice,William Styron,scraper_wikipedia
1979,Fiction,August 5,The Matarese Circle,Robert Ludlum,scraper_wikipedia
1979,Fiction,August 12,Sophie's Choice,William Styron,scraper_wikipedia
1979,Fiction,September 9,The Last Enchantment,Mary Stewart,scraper_wikipedia
1979,Fiction,October 7,Jailbird,Kurt Vonnegut,scraper_wikipedia
1979,Fiction,October 14,The Dead Zone,Stephen King,scraper_wikipedia
1979,Fiction,October 28,The Establishment,Howard Fast,scraper_wikipedia
1979,Fiction,November 4,Jailbird,Kurt Vonnegut,scraper_wikipedia
1979,Fiction,November 11,The Establishment,Howard Fast,scraper_wikipedia
1979,Fiction,December 9,Triple,Ken Follett,scraper_wikipedia
1979,Fiction,December 23,The Establishment,Howard Fast,scraper_wikipedia
1979,Fiction,December 30,Jailbird,Kurt Vonnegut,scraper_wikipedia
1979,Nonfiction,January 7,Mommie Dearest,Christina Crawford,scraper_wikipedia
1979,Nonfiction,January 14,Gnomes,"text byWil Huygen, illustrated byRien Poortvliet",scraper_wikipedia
1979,Nonfiction,January 21,Mommie Dearest,Christina Crawford,scraper_wikipedia
1979,Nonfiction,February 11,Lauren Bacall by Myself,Lauren Bacall,scraper_wikipedia
1979,Nonfiction,April 1,The Complete Scarsdale Medical Diet,"Herman Tarnower, M.D. andSamm Sinclair Baker",scraper_wikipedia
1979,Nonfiction,July 22,Cruel Shoes,Steve Martin,scraper_wikipedia
1979,Nonfiction,July 29,The Complete Scarsdale Medical Diet,"Herman Tarnower, M.D. andSamm Sinclair Baker",scraper_wikipedia
1979,Nonfiction,October 28,Aunt Erma's Cope Book,Erma Bombeck,scraper_wikipedia
1979,Nonfiction,November 4,The Complete Scarsdale Medical Diet,"Herman Tarnower, M.D. andSamm Sinclair Baker",scraper_wikipedia
1979,Nonfiction,November 18,Aunt Erma's Cope Book,Erma Bombeck,scraper_wikipedia
1979,Nonfiction,December 30,The Brethren,Bob WoodwardandScott Armstrong,scraper_wikipedia
